filename,width,height,class,xmin,ymin,xmax,ymax
27.jpg,605,807,egg,402,426,419,461
27.jpg,605,807,egg,518,414,535,447
27.jpg,605,807,egg,537,484,559,504
27.jpg,605,807,egg,243,475,286,494
27.jpg,605,807,egg,491,387,513,403
27.jpg,605,807,egg,280,460,319,482
27.jpg,605,807,egg,240,458,283,476
27.jpg,605,807,egg,255,425,265,461
27.jpg,605,807,egg,264,431,277,462
27.jpg,605,807,egg,271,444,312,462
27.jpg,605,807,egg,275,431,307,447
27.jpg,605,807,egg,86,282,127,315
27.jpg,605,807,egg,254,404,270,429
27.jpg,605,807,egg,268,399,292,429
27.jpg,605,807,egg,280,410,307,436
27.jpg,605,807,egg,290,401,316,433
27.jpg,605,807,egg,313,397,342,419
27.jpg,605,807,egg,297,370,329,400
27.jpg,605,807,egg,224,377,263,401
27.jpg,605,807,egg,271,367,286,405
27.jpg,605,807,egg,283,373,301,399
27.jpg,605,807,egg,324,353,343,382
27.jpg,605,807,egg,314,319,335,358
27.jpg,605,807,egg,326,328,359,360
27.jpg,605,807,egg,403,367,431,404
27.jpg,605,807,egg,396,315,414,351
27.jpg,605,807,egg,410,317,427,351
27.jpg,605,807,egg,442,292,469,326
27.jpg,605,807,egg,421,294,446,327
27.jpg,605,807,egg,204,320,230,358
27.jpg,605,807,egg,226,306,244,353
27.jpg,605,807,egg,252,287,281,319
27.jpg,605,807,egg,343,273,363,310
27.jpg,605,807,egg,376,279,393,314
27.jpg,605,807,egg,385,278,410,308
27.jpg,605,807,egg,402,273,429,310
27.jpg,605,807,egg,413,259,436,293
27.jpg,605,807,egg,357,250,376,286
27.jpg,605,807,egg,370,254,385,284
27.jpg,605,807,egg,363,236,393,267
27.jpg,605,807,egg,390,231,416,264
27.jpg,605,807,egg,419,190,438,223
27.jpg,605,807,egg,397,142,412,173
27.jpg,605,807,egg,308,149,338,181
27.jpg,605,807,egg,292,166,325,197
27.jpg,605,807,egg,230,164,253,201
27.jpg,605,807,egg,209,159,236,200
28.jpg,807,605,egg,250,517,290,558
28.jpg,807,605,egg,441,514,488,537
28.jpg,807,605,egg,432,501,460,536
28.jpg,807,605,egg,424,470,452,508
28.jpg,807,605,egg,362,475,405,502
28.jpg,807,605,egg,247,462,293,485
28.jpg,807,605,egg,353,422,367,467
28.jpg,807,605,egg,341,424,355,465
28.jpg,807,605,egg,536,436,578,460
28.jpg,807,605,egg,667,389,705,426
28.jpg,807,605,egg,468,382,500,415
28.jpg,807,605,egg,473,366,508,396
28.jpg,807,605,egg,442,346,459,380
28.jpg,807,605,egg,286,378,329,398
28.jpg,807,605,egg,302,362,332,387
28.jpg,807,605,egg,280,353,305,379
28.jpg,807,605,egg,536,357,581,378
28.jpg,807,605,egg,613,344,638,383
28.jpg,807,605,egg,625,340,661,371
28.jpg,807,605,egg,577,333,619,348
28.jpg,807,605,egg,550,337,580,361
28.jpg,807,605,egg,528,333,551,360
28.jpg,807,605,egg,492,339,534,354
28.jpg,807,605,egg,648,284,677,299
28.jpg,807,605,egg,508,297,541,325
28.jpg,807,605,egg,474,302,506,326
28.jpg,807,605,egg,438,293,475,317
28.jpg,807,605,egg,346,308,386,331
28.jpg,807,605,egg,199,359,225,391
28.jpg,807,605,egg,240,354,278,376
28.jpg,807,605,egg,184,330,199,364
28.jpg,807,605,egg,197,347,238,359
28.jpg,807,605,egg,209,331,228,346
28.jpg,807,605,egg,222,327,257,345
28.jpg,807,605,egg,219,314,250,336
28.jpg,807,605,egg,214,312,246,327
28.jpg,807,605,egg,201,305,237,327
28.jpg,807,605,egg,173,309,213,331
28.jpg,807,605,egg,166,293,187,324
28.jpg,807,605,egg,177,295,211,319
28.jpg,807,605,egg,187,286,223,300
28.jpg,807,605,egg,201,275,237,288
28.jpg,807,605,egg,208,266,245,278
28.jpg,807,605,egg,254,319,274,345
28.jpg,807,605,egg,262,313,298,331
28.jpg,807,605,egg,273,296,306,318
28.jpg,807,605,egg,255,296,283,318
28.jpg,807,605,egg,246,292,279,304
28.jpg,807,605,egg,241,279,276,298
28.jpg,807,605,egg,292,270,310,299
28.jpg,807,605,egg,271,268,297,294
28.jpg,807,605,egg,183,202,217,219
28.jpg,807,605,egg,313,203,337,229
28.jpg,807,605,egg,405,209,440,226
28.jpg,807,605,egg,454,225,480,260
28.jpg,807,605,egg,508,208,528,237
28.jpg,807,605,egg,503,182,521,213
28.jpg,807,605,egg,528,166,558,188
28.jpg,807,605,egg,541,137,562,159
28.jpg,807,605,egg,472,142,502,166
28.jpg,807,605,egg,438,159,454,183
29.jpg,807,605,egg,60,339,83,399
29.jpg,807,605,egg,93,315,131,368
29.jpg,807,605,egg,117,305,169,346
29.jpg,807,605,egg,161,305,182,359
29.jpg,807,605,egg,131,281,187,313
29.jpg,807,605,egg,168,283,225,311
29.jpg,807,605,egg,172,296,222,326
29.jpg,807,605,egg,185,311,229,355
29.jpg,807,605,egg,219,321,236,377
29.jpg,807,605,egg,217,367,272,386
29.jpg,807,605,egg,271,321,295,383
29.jpg,807,605,egg,230,298,267,348
29.jpg,807,605,egg,182,240,228,292
29.jpg,807,605,egg,104,186,153,217
29.jpg,807,605,egg,271,160,308,210
29.jpg,807,605,egg,290,189,311,245
29.jpg,807,605,egg,288,277,319,331
29.jpg,807,605,egg,313,279,345,327
29.jpg,807,605,egg,339,262,357,321
29.jpg,807,605,egg,335,289,378,341
29.jpg,807,605,egg,349,230,365,290
29.jpg,807,605,egg,363,254,383,314
29.jpg,807,605,egg,375,257,416,314
29.jpg,807,605,egg,381,388,441,412
29.jpg,807,605,egg,383,115,435,157
29.jpg,807,605,egg,447,36,472,76
29.jpg,807,605,egg,505,21,548,70
29.jpg,807,605,egg,605,31,643,67
29.jpg,807,605,egg,580,75,629,118
29.jpg,807,605,egg,537,101,565,155
29.jpg,807,605,egg,541,143,565,199
29.jpg,807,605,egg,453,163,491,212
29.jpg,807,605,egg,423,236,471,281
29.jpg,807,605,egg,445,256,489,289
29.jpg,807,605,egg,482,245,516,301
29.jpg,807,605,egg,564,242,607,297
29.jpg,807,605,egg,516,277,578,294
29.jpg,807,605,egg,503,292,562,312
29.jpg,807,605,egg,556,294,578,357
29.jpg,807,605,egg,542,302,561,354
29.jpg,807,605,egg,429,324,464,367
29.jpg,807,605,egg,448,318,490,371
29.jpg,807,605,egg,457,304,503,350
29.jpg,807,605,egg,491,309,536,333
29.jpg,807,605,egg,524,335,560,387
29.jpg,807,605,egg,554,356,599,377
29.jpg,807,605,egg,544,399,592,454
29.jpg,807,605,egg,565,377,611,408
29.jpg,807,605,egg,603,379,661,400
29.jpg,807,605,egg,651,398,677,455
29.jpg,807,605,egg,669,393,713,447
29.jpg,807,605,egg,708,480,753,539
29.jpg,807,605,egg,716,310,761,341
30.jpg,807,605,egg,82,330,116,353
30.jpg,807,605,egg,76,285,93,333
30.jpg,807,605,egg,90,293,110,336
30.jpg,807,605,egg,145,299,173,344
30.jpg,807,605,egg,105,281,163,303
30.jpg,807,605,egg,77,253,129,281
30.jpg,807,605,egg,95,229,142,259
30.jpg,807,605,egg,186,176,232,217
30.jpg,807,605,egg,209,192,257,230
30.jpg,807,605,egg,253,162,305,186
30.jpg,807,605,egg,305,126,329,170
30.jpg,807,605,egg,356,138,392,176
30.jpg,807,605,egg,497,143,522,182
30.jpg,807,605,egg,502,117,527,163
30.jpg,807,605,egg,596,128,640,163
30.jpg,807,605,egg,667,105,693,148
30.jpg,807,605,egg,705,92,750,120
30.jpg,807,605,egg,729,58,761,87
30.jpg,807,605,egg,641,40,682,77
30.jpg,807,605,egg,592,49,616,77
30.jpg,807,605,egg,445,319,474,367
30.jpg,807,605,egg,380,337,411,384
30.jpg,807,605,egg,367,248,415,271
30.jpg,807,605,egg,452,261,504,283
30.jpg,807,605,egg,547,220,594,251
30.jpg,807,605,egg,580,229,613,273
30.jpg,807,605,egg,640,235,690,268
30.jpg,807,605,egg,678,218,724,265
30.jpg,807,605,egg,654,343,695,392
30.jpg,807,605,egg,671,332,718,358
30.jpg,807,605,egg,714,332,762,359
30.jpg,807,605,egg,750,355,772,404
30.jpg,807,605,egg,764,354,804,399
30.jpg,807,605,egg,554,337,579,380
30.jpg,807,605,egg,300,338,346,373
30.jpg,807,605,egg,267,357,302,391
30.jpg,807,605,egg,255,348,289,381
30.jpg,807,605,egg,284,323,315,349
30.jpg,807,605,egg,240,335,262,375
30.jpg,807,605,egg,262,311,279,358
30.jpg,807,605,egg,274,296,299,337
30.jpg,807,605,egg,287,260,337,284
30.jpg,807,605,egg,275,251,320,272
30.jpg,807,605,egg,220,315,241,361
30.jpg,807,605,egg,234,293,249,335
30.jpg,807,605,egg,245,298,267,342
30.jpg,807,605,egg,242,255,268,304
30.jpg,807,605,egg,259,263,278,300
30.jpg,807,605,egg,188,294,236,326
30.jpg,807,605,egg,171,291,226,308
30.jpg,807,605,egg,180,277,227,294
31.jpg,807,605,egg,16,329,53,356
31.jpg,807,605,egg,87,295,115,346
31.jpg,807,605,egg,10,281,30,329
31.jpg,807,605,egg,27,282,48,335
31.jpg,807,605,egg,47,275,107,297
31.jpg,807,605,egg,16,256,74,279
31.jpg,807,605,egg,109,195,156,230
31.jpg,807,605,egg,161,313,192,367
31.jpg,807,605,egg,182,328,233,365
31.jpg,807,605,egg,235,311,259,353
31.jpg,807,605,egg,275,361,330,384
31.jpg,807,605,egg,327,348,355,370
31.jpg,807,605,egg,338,340,380,388
31.jpg,807,605,egg,188,242,244,265
31.jpg,807,605,egg,180,156,234,185
31.jpg,807,605,egg,224,148,273,170
31.jpg,807,605,egg,272,116,298,165
31.jpg,807,605,egg,358,104,378,154
31.jpg,807,605,egg,396,82,427,128
31.jpg,807,605,egg,462,63,488,110
31.jpg,807,605,egg,576,48,605,84
31.jpg,807,605,egg,628,43,667,84
31.jpg,807,605,egg,716,67,753,87
31.jpg,807,605,egg,685,99,736,125
31.jpg,807,605,egg,650,110,679,158
31.jpg,807,605,egg,260,259,307,292
31.jpg,807,605,egg,252,278,294,320
31.jpg,807,605,egg,263,284,302,330
31.jpg,807,605,egg,527,346,552,392
31.jpg,807,605,egg,635,354,681,411
31.jpg,807,605,egg,646,342,701,370
31.jpg,807,605,egg,697,350,747,374
31.jpg,807,605,egg,733,368,761,422
31.jpg,807,605,egg,745,368,794,419
31.jpg,807,605,egg,783,449,807,490
31.jpg,807,605,egg,411,328,456,374
31.jpg,807,605,egg,405,319,444,361
31.jpg,807,605,egg,366,312,410,349
31.jpg,807,605,egg,333,275,373,310
31.jpg,807,605,egg,361,268,416,290
31.jpg,807,605,egg,335,249,386,278
31.jpg,807,605,egg,382,233,420,269
31.jpg,807,605,egg,370,219,423,239
31.jpg,807,605,egg,437,201,470,230
31.jpg,807,605,egg,432,176,485,207
31.jpg,807,605,egg,572,250,616,284
31.jpg,807,605,egg,550,243,599,277
31.jpg,807,605,egg,624,248,668,279
31.jpg,807,605,egg,667,226,704,273
31.jpg,807,605,egg,639,190,664,234
31.jpg,807,605,egg,609,160,644,205
31.jpg,807,605,egg,577,131,618,166
31.jpg,807,605,egg,546,148,563,198
31.jpg,807,605,egg,559,92,580,137
32.jpg,807,605,egg,109,397,140,425
32.jpg,807,605,egg,150,368,184,416
32.jpg,807,605,egg,251,382,273,444
32.jpg,807,605,egg,249,352,305,370
32.jpg,807,605,egg,253,335,311,353
32.jpg,807,605,egg,267,372,289,425
32.jpg,807,605,egg,285,383,305,436
32.jpg,807,605,egg,300,389,322,440
32.jpg,807,605,egg,321,394,359,444
32.jpg,807,605,egg,336,398,371,447
32.jpg,807,605,egg,277,369,320,392
32.jpg,807,605,egg,315,381,332,418
32.jpg,807,605,egg,329,357,352,403
32.jpg,807,605,egg,309,345,347,384
32.jpg,807,605,egg,350,345,369,396
32.jpg,807,605,egg,361,346,403,396
32.jpg,807,605,egg,347,328,395,355
32.jpg,807,605,egg,365,307,412,348
32.jpg,807,605,egg,419,416,482,436
32.jpg,807,605,egg,430,433,474,453
32.jpg,807,605,egg,150,244,183,288
32.jpg,807,605,egg,251,214,270,265
32.jpg,807,605,egg,273,208,321,230
32.jpg,807,605,egg,374,197,406,238
32.jpg,807,605,egg,440,271,489,308
32.jpg,807,605,egg,513,361,543,416
32.jpg,807,605,egg,479,371,522,412
32.jpg,807,605,egg,474,328,512,376
32.jpg,807,605,egg,483,292,506,342
32.jpg,807,605,egg,505,301,557,322
32.jpg,807,605,egg,513,235,534,282
32.jpg,807,605,egg,621,299,685,326
32.jpg,807,605,egg,605,270,661,287
32.jpg,807,605,egg,538,222,573,273
32.jpg,807,605,egg,461,193,516,219
32.jpg,807,605,egg,429,170,472,187
32.jpg,807,605,egg,550,207,604,224
32.jpg,807,605,egg,497,181,529,208
32.jpg,807,605,egg,499,135,523,182
32.jpg,807,605,egg,435,142,477,176
32.jpg,807,605,egg,284,130,335,154
32.jpg,807,605,egg,257,115,306,136
32.jpg,807,605,egg,433,81,482,103
32.jpg,807,605,egg,478,85,494,137
32.jpg,807,605,egg,528,170,574,208
32.jpg,807,605,egg,572,177,596,207
32.jpg,807,605,egg,592,154,631,192
32.jpg,807,605,egg,611,166,634,213
32.jpg,807,605,egg,731,92,784,117
32.jpg,807,605,egg,779,360,807,406
33.jpg,807,605,egg,707,362,772,411
33.jpg,807,605,egg,226,418,274,466
33.jpg,807,605,egg,242,345,273,392
33.jpg,807,605,egg,264,338,319,361
33.jpg,807,605,egg,312,320,367,354
33.jpg,807,605,egg,298,299,353,332
33.jpg,807,605,egg,281,274,314,331
33.jpg,807,605,egg,423,302,480,340
33.jpg,807,605,egg,359,294,409,327
33.jpg,807,605,egg,396,275,427,333
33.jpg,807,605,egg,345,277,400,302
33.jpg,807,605,egg,324,252,353,304
33.jpg,807,605,egg,258,263,310,304
33.jpg,807,605,egg,199,286,240,331
33.jpg,807,605,egg,82,274,130,311
33.jpg,807,605,egg,114,255,149,296
33.jpg,807,605,egg,161,240,181,303
33.jpg,807,605,egg,56,237,109,256
33.jpg,807,605,egg,104,205,134,253
33.jpg,807,605,egg,129,212,172,252
33.jpg,807,605,egg,111,240,161,265
33.jpg,807,605,egg,176,240,217,275
33.jpg,807,605,egg,158,217,206,245
33.jpg,807,605,egg,122,191,164,220
33.jpg,807,605,egg,135,178,169,215
33.jpg,807,605,egg,161,161,184,215
33.jpg,807,605,egg,158,128,200,173
33.jpg,807,605,egg,214,153,263,180
33.jpg,807,605,egg,197,207,237,258
33.jpg,807,605,egg,218,210,264,253
33.jpg,807,605,egg,240,243,298,273
33.jpg,807,605,egg,283,201,321,244
33.jpg,807,605,egg,283,152,301,204
33.jpg,807,605,egg,309,37,328,84
33.jpg,807,605,egg,324,130,360,182
33.jpg,807,605,egg,355,117,387,173
33.jpg,807,605,egg,330,210,381,251
33.jpg,807,605,egg,379,243,420,276
33.jpg,807,605,egg,426,241,457,295
33.jpg,807,605,egg,396,218,465,248
33.jpg,807,605,egg,469,252,532,283
33.jpg,807,605,egg,512,218,539,281
33.jpg,807,605,egg,371,198,411,236
33.jpg,807,605,egg,334,180,363,226
33.jpg,807,605,egg,357,163,396,213
33.jpg,807,605,egg,378,187,432,213
33.jpg,807,605,egg,429,155,450,215
33.jpg,807,605,egg,473,159,536,181
33.jpg,807,605,egg,375,220,405,251
34.jpg,807,605,egg,29,412,48,461
34.jpg,807,605,egg,42,404,90,430
34.jpg,807,605,egg,227,559,260,584
34.jpg,807,605,egg,262,532,290,591
34.jpg,807,605,egg,230,417,263,480
34.jpg,807,605,egg,139,239,156,291
34.jpg,807,605,egg,155,242,170,289
34.jpg,807,605,egg,167,230,190,281
34.jpg,807,605,egg,178,254,207,300
34.jpg,807,605,egg,217,253,257,287
34.jpg,807,605,egg,236,315,267,345
34.jpg,807,605,egg,247,289,276,334
34.jpg,807,605,egg,250,369,272,421
34.jpg,807,605,egg,263,375,288,428
34.jpg,807,605,egg,272,374,306,420
34.jpg,807,605,egg,272,363,301,388
34.jpg,807,605,egg,297,365,314,417
34.jpg,807,605,egg,313,368,328,415
34.jpg,807,605,egg,305,399,346,449
34.jpg,807,605,egg,269,329,300,370
34.jpg,807,605,egg,283,319,312,364
34.jpg,807,605,egg,298,323,333,367
34.jpg,807,605,egg,360,329,396,379
34.jpg,807,605,egg,384,354,428,391
34.jpg,807,605,egg,394,375,427,409
34.jpg,807,605,egg,399,290,426,334
34.jpg,807,605,egg,424,273,441,327
34.jpg,807,605,egg,1,201,39,223
34.jpg,807,605,egg,30,92,67,122
34.jpg,807,605,egg,372,261,415,297
34.jpg,807,605,egg,368,226,396,270
34.jpg,807,605,egg,384,215,435,241
34.jpg,807,605,egg,331,209,367,259
34.jpg,807,605,egg,373,159,401,204
34.jpg,807,605,egg,236,178,273,212
34.jpg,807,605,egg,190,179,234,195
34.jpg,807,605,egg,175,162,222,183
34.jpg,807,605,egg,272,121,316,145
34.jpg,807,605,egg,272,97,315,125
34.jpg,807,605,egg,312,143,365,162
34.jpg,807,605,egg,392,134,432,178
34.jpg,807,605,egg,343,108,366,139
34.jpg,807,605,egg,331,64,350,113
34.jpg,807,605,egg,491,169,546,196
34.jpg,807,605,egg,464,141,516,174
34.jpg,807,605,egg,395,102,442,134
